id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,basin,region,lga,population,public_meeting,scheme_management,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity,source_class,waterpoint_type,year_recorded
20344,0.0,2012-10-22,WORLD VISION,0.0,WORLD VISION,32.29667613,-3.39987676,LAKE TANGANYIKA,SHINYANGA,BUKOMBE,0,True,WUG,True,0.0,OTHER,USER-GROUP,UNKNOWN,GOOD,DRY,GROUNDWATER,OTHER,2012
36260,250.0,2013-01-25,GOVERNMENT OF TANZANIA,1254.0,DWE,30.07085539,-4.67340746,LAKE TANGANYIKA,KIGOMA,KASULU,1400,True,WATER AUTHORITY,True,2008.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2013
12702,0.0,2013-01-20,FINWATER,317.0,FINWATER,39.49633041,-10.82320689,RUVUMA / SOUTHERN COAST,MTWARA,TANDAHIMBA,1,True,WATER BOARD,True,1982.0,SUBMERSIBLE,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2013
21463,100.0,2011-03-09,MAGOMA ADP,301.0,VWC,38.57155977,-4.90014684,PANGANI,TANGA,KOROGWE,55,True,VWC,False,2008.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,INSUFFICIENT,SURFACE,COMMUNAL STANDPIPE MULTIPLE,2011
66013,30.0,2013-07-03,ISF,505.0,ISF,38.10778355,-4.34412204,PANGANI,KILIMANJARO,SAME,420,True,WATER AUTHORITY,True,2011.0,SUBMERSIBLE,USER-GROUP,PER BUCKET,SALTY,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
28849,50.0,2013-01-29,GOVERNMENT OF TANZANIA,333.0,GOVERNMENT,38.51140102,-11.14992757,RUVUMA / SOUTHERN COAST,MTWARA,NANYUMBU,86,True,VWC,True,2011.0,SUBMERSIBLE,USER-GROUP,PER BUCKET,SALTY,DRY,GROUNDWATER,COMMUNAL STANDPIPE,2013
67257,0.0,2013-04-03,ADRA,1262.0,ADRA/COMMUNITY,36.9227197,-3.34111843,PANGANI,ARUSHA,MERU,135,True,VWC,True,2003.0,GRAVITY,USER-GROUP,UNKNOWN,GOOD,INSUFFICIENT,SURFACE,COMMUNAL STANDPIPE,2013
63384,0.0,2011-04-07,DANIDA,0.0,DANIDA,33.23850747,-9.25910171,LAKE NYASA,MBEYA,ILEJE,0,False,VWC,False,0.0,GRAVITY,USER-GROUP,ON FAILURE,GOOD,SEASONAL,SURFACE,COMMUNAL STANDPIPE,2011
71802,200.0,2011-03-11,GOVERNMENT OF TANZANIA,1736.0,DWE,38.19280379,-4.5449469,PANGANI,TANGA,LUSHOTO,1,True,VWC,True,2002.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
60610,0.0,2011-07-16,HESAWA,0.0,DWE,31.59285932,-1.4331629,LAKE VICTORIA,KAGERA,BUKOBA RURAL,0,True,VWC,True,0.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2011
31707,0.0,2013-02-05,TASSAF,1368.0,TASSAF,30.63477581,-3.56971559,LAKE TANGANYIKA,KIGOMA,KIBONDO,500,True,VWC,False,2003.0,GRAVITY,USER-GROUP,UNKNOWN,GOOD,INSUFFICIENT,SURFACE,COMMUNAL STANDPIPE,2013
39316,50.0,2011-03-23,DANIDA,-16.0,DA,38.9810765,-6.51730426,WAMI / RUVU,PWANI,BAGAMOYO,20,True,COMPANY,True,1985.0,SUBMERSIBLE,COMMERCIAL,PER BUCKET,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
43625,0.0,2011-07-06,GOVERNMENT OF TANZANIA,0.0,DWE,31.15485996,-1.44510182,LAKE VICTORIA,KAGERA,KARAGWE,0,True,VWC,True,0.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2011
26101,0.0,2013-03-20,UNKNOWN,1488.0,UNKNOWN,36.25289272,-3.39429256,INTERNAL,ARUSHA,MONDULI,1,False,PARASTATAL,True,2000.0,OTHER,PARASTATAL,NEVER PAY,GOOD,SEASONAL,SURFACE,COMMUNAL STANDPIPE,2013
7883,30.0,2011-03-30,DISTRICT COUNCIL,525.0,HANDENI TRUNK MAIN,38.07658415,-5.55059615,PANGANI,TANGA,HANDENI,1000,True,VWC,True,2003.0,SUBMERSIBLE,USER-GROUP,PER BUCKET,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
64769,0.0,2013-02-04,WSDP,0.0,DWE,33.039211800000004,-2e-08,LAKE VICTORIA,SHINYANGA,BARIADI,0,True,WUG,False,0.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
39463,0.0,2011-03-07,TANZA,1685.0,MPANG,34.93406858,-9.41767619,RUFIJI,IRINGA,NJOMBE,10,True,WUA,False,1987.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
74181,0.0,2013-01-23,WFP/TNT,1545.0,HAPA SINGIDA,34.72382669,-4.17844738,INTERNAL,SINGIDA,IRAMBA,506,True,PARASTATAL,True,2008.0,GRAVITY,PARASTATAL,NEVER PAY,GOOD,SEASONAL,SURFACE,COMMUNAL STANDPIPE,2013
73897,0.0,2011-07-07,KAEMP,0.0,DWE,31.42573759,-1.30718599,LAKE VICTORIA,KAGERA,MISENYI,0,True,VWC,True,0.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,HAND PUMP,2011
74153,0.0,2013-02-22,BFFS,1110.0,GOVERNMENT,36.65987923,-5.13151604,INTERNAL,MANYARA,KITETO,1,True,VWC,False,2011.0,OTHER,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,OTHER,2013
33704,0.0,2013-02-10,DWSP,0.0,DWE,33.039211800000004,-2e-08,LAKE VICTORIA,SHINYANGA,BARIADI,0,True,WUG,False,0.0,HANDPUMP,USER-GROUP,UNKNOWN,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
17126,0.0,2013-02-06,BGM,0.0,BGM,32.68399209,-3.87732389,LAKE VICTORIA,SHINYANGA,KAHAMA,0,True,VWC,True,0.0,OTHER,USER-GROUP,UNKNOWN,GOOD,INSUFFICIENT,GROUNDWATER,OTHER,2013
47447,200.0,2013-01-18,DWE,1240.0,DWE,30.31761691,-4.3200067,LAKE TANGANYIKA,KIGOMA,KASULU,540,True,WATER AUTHORITY,True,2003.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
51247,0.0,2011-07-25,GOVERNMENT OF TANZANIA,0.0,DWE,30.93951607,-1.40831992,LAKE VICTORIA,KAGERA,KARAGWE,0,True,VWC,True,0.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,DRY,GROUNDWATER,COMMUNAL STANDPIPE,2011
67533,0.0,2012-10-24,HALMASHAURI YA WILAYA SIKONGE,0.0,HALMASHAURI YA WILAYA SIKONGE,32.74342769,-5.43193369,LAKE TANGANYIKA,TABORA,SIKONGE,0,True,VWC,True,0.0,HANDPUMP,USER-GROUP,NEVER PAY,SALTY,INSUFFICIENT,GROUNDWATER,HAND PUMP,2012
6533,1000.0,2012-11-01,AMREF,1269.0,AMREF,34.35277325,-1.96163647,LAKE VICTORIA,MARA,SERENGETI,450,True,WUG,False,2010.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,SEASONAL,SURFACE,COMMUNAL STANDPIPE MULTIPLE,2012
14468,30.0,2013-01-23,GOVERNMENT OF TANZANIA,73.0,DISTRICT COUNCIL,39.3637618,-10.30232814,RUVUMA / SOUTHERN COAST,LINDI,LINDI RURAL,234,False,VWC,False,2010.0,GRAVITY,USER-GROUP,PER BUCKET,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE MULTIPLE,2013
71872,2000.0,2011-07-28,RUDEP,1112.0,DWE,31.30810055,-6.38706443,LAKE RUKWA,RUKWA,MPANDA,300,True,VWC,True,1988.0,OTHER,USER-GROUP,ANNUALLY,GOOD,ENOUGH,GROUNDWATER,OTHER,2011
22342,0.0,2013-01-26,RWSSP,0.0,DWE,32.49685566,-3.86022999,LAKE TANGANYIKA,SHINYANGA,KAHAMA,0,True,VWC,True,0.0,HANDPUMP,USER-GROUP,UNKNOWN,MILKY,INSUFFICIENT,GROUNDWATER,HAND PUMP,2013
4559,0.0,2011-03-15,DED,227.0,DW,38.19307079,-6.64492917,WAMI / RUVU,PWANI,BAGAMOYO,1,False,PARASTATAL,False,2009.0,GRAVITY,PARASTATAL,NEVER PAY,GOOD,SEASONAL,SURFACE,COMMUNAL STANDPIPE,2011
26044,0.0,2012-10-01,DWSP,0.0,DWSP,33.36441699,-3.77183894,INTERNAL,SHINYANGA,SHINYANGA RURAL,0,True,VWC,True,0.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2012
12750,0.0,2013-01-28,UNKNOWN,1603.0,UNKNOWN,34.8801893,-4.96854435,INTERNAL,SINGIDA,SINGIDA RURAL,1,True,VWC,True,1970.0,MOTORPUMP,USER-GROUP,UNKNOWN,UNKNOWN,DRY,GROUNDWATER,COMMUNAL STANDPIPE,2013
27398,50.0,2013-03-22,0,18.0,0,39.17641524,-6.93122475,WAMI / RUVU,DAR ES SALAAM,ILALA,150,True,WUG,False,2000.0,SUBMERSIBLE,USER-GROUP,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
28874,0.0,2013-01-23,RWSSP,0.0,DWE,33.039211800000004,-2e-08,LAKE VICTORIA,SHINYANGA,BARIADI,0,True,PARASTATAL,False,0.0,HANDPUMP,PARASTATAL,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
71495,0.0,2011-03-06,GOVERNMENT OF TANZANIA,395.0,DWE,38.3909414,-4.505978,PANGANI,TANGA,LUSHOTO,1,True,VWC,True,2004.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
37808,0.0,2011-03-22,KILINDI DISTRICT CO,300.0,DWE,37.51407833,-5.38387007,WAMI / RUVU,TANGA,KILINDI,1000,True,VWC,False,2003.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,SURFACE,COMMUNAL STANDPIPE,2011
29509,0.0,2013-02-04,FIN WATER,333.0,FIN WATER,38.46700514,-11.06945429,RUVUMA / SOUTHERN COAST,MTWARA,NANYUMBU,58,True,VWC,True,1988.0,HANDPUMP,USER-GROUP,NEVER PAY,SALTY,DRY,GROUNDWATER,HAND PUMP,2013
15775,0.0,2012-11-02,HALMASHAURI YA MANISPA TABORA,0.0,HALMASHAURI YA MANISPA TABORA,32.78635059,-5.07434339,LAKE TANGANYIKA,TABORA,TABORA URBAN,0,True,VWC,True,0.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,DRY,GROUNDWATER,HAND PUMP,2012
16117,0.0,2011-03-15,MKINGA DISTRIC COUN,300.0,DWE,38.80974995,-4.83402406,PANGANI,TANGA,MKINGA,50,True,PRIVATE OPERATOR,True,1998.0,GRAVITY,COMMERCIAL,NEVER PAY,GOOD,ENOUGH,UNKNOWN,COMMUNAL STANDPIPE,2011
61746,0.0,2011-02-22,UNKNOWN,-23.0,UNKNOWN,39.80378999,-7.84619476,RUFIJI,PWANI,MAFIA,120,True,VWC,False,2006.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2011
3784,0.0,2011-04-05,UNKNOWN,0.0,UNKNOWN,33.85366952,-9.30457015,LAKE NYASA,MBEYA,RUNGWE,0,True,VWC,True,0.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
61903,0.0,2011-03-13,AMREF,-25.0,AMREF,39.42821913,-7.21238258,WAMI / RUVU,PWANI,MKURANGA,100,True,VWC,False,2003.0,HANDPUMP,USER-GROUP,NEVER PAY,SALTY,ENOUGH,GROUNDWATER,HAND PUMP,2011
8142,0.0,2011-03-19,GOVERNMENT OF TANZANIA,1077.0,RWE,38.39545463,-5.01016018,PANGANI,TANGA,KOROGWE,350,True,VWC,False,1975.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,DRY,GROUNDWATER,COMMUNAL STANDPIPE,2011
26610,0.0,2011-03-22,IS,292.0,IS,37.0261533,-7.63772969,RUFIJI,MOROGORO,KILOSA,150,False,OTHER,True,2008.0,HANDPUMP,OTHER,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2011
11203,30.0,2013-01-27,UNICEFFINIDAGERMANTANZANIA,446.0,FINWATER,39.40502776,-10.74520082,RUVUMA / SOUTHERN COAST,MTWARA,NEWALA,320,True,VWC,False,1987.0,MOTORPUMP,USER-GROUP,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
67195,0.0,2013-03-14,GOVERNMENT OF TANZANIA,1766.0,DWE,36.75808248,-3.32093637,PANGANI,ARUSHA,MERU,47,True,VWC,True,1998.0,GRAVITY,USER-GROUP,UNKNOWN,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
39860,500.0,2011-03-27,GOVERNMENT OF TANZANIA,1493.0,DWE,38.38684613,-4.8330645,PANGANI,TANGA,LUSHOTO,1,True,VWC,True,1988.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
47437,0.0,2011-02-22,PRIVATE INDIVIDUAL,1792.0,SHIPO,34.90739236,-9.20979696,RUFIJI,IRINGA,NJOMBE,40,True,VWC,False,2010.0,ROPE PUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2011
12399,0.0,2011-03-26,UNKNOWN,300.0,GOVERNMENT,37.92038544,-5.38361565,PANGANI,TANGA,KILINDI,1700,True,VWC,False,2009.0,OTHER,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,SURFACE,OTHER,2011
40888,0.0,2011-02-23,PRIVATE,14.0,PRIVA,38.95005602,-7.79951344,RUFIJI,PWANI,RUFIJI,1,False,PRIVATE OPERATOR,True,2006.0,HANDPUMP,COMMERCIAL,UNKNOWN,GOOD,DRY,GROUNDWATER,HAND PUMP,2011
63657,0.0,2013-03-12,0,26.0,0,39.17282058,-6.97585053,WAMI / RUVU,DAR ES SALAAM,ILALA,500,True,WUG,False,2000.0,OTHER,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,OTHER,2013
70866,4000.0,2013-07-03,GOVERNMENT OF TANZANIA,526.0,GOVERNMENT,38.06268027,-4.384225700000001,PANGANI,KILIMANJARO,SAME,4000,True,WATER AUTHORITY,True,1988.0,GRAVITY,USER-GROUP,ANNUALLY,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2013
63182,0.0,2011-08-07,UN,0.0,UN,31.652408500000003,-1.85740561,LAKE VICTORIA,KAGERA,MULEBA,0,True,VWC,True,0.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
34916,0.0,2013-03-05,HESAWA,1621.0,HESAWA,34.74993864,-1.78298642,LAKE VICTORIA,MARA,SERENGETI,2000,False,OTHER,True,1996.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
37248,0.0,2013-01-29,TASSAF II,1497.0,DWE,30.71296315,-3.59821677,LAKE TANGANYIKA,KIGOMA,KIBONDO,350,True,VWC,False,2010.0,HANDPUMP,USER-GROUP,UNKNOWN,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
48590,0.0,2011-03-06,DED,151.0,DW,38.65647471,-6.19472433,WAMI / RUVU,PWANI,BAGAMOYO,300,True,VWC,False,2006.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2011
68360,0.0,2013-12-03,VWC,1557.0,VWC,37.24530451,-2.8386172000000003,INTERNAL,ARUSHA,LONGIDO,150,True,VWC,True,2000.0,GRAVITY,USER-GROUP,ON FAILURE,GOOD,INSUFFICIENT,SURFACE,COMMUNAL STANDPIPE,2013
53358,0.0,2011-04-13,GOVERNMENT OF TANZANIA,0.0,GOVERNMENT,33.15126006,-8.63484025,LAKE RUKWA,MBEYA,CHUNYA,0,True,VWC,True,0.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
69464,1000.0,2013-02-08,TCRS,1140.0,TCRS,34.24577881,-4.42995395,INTERNAL,SINGIDA,IRAMBA,648,True,VWC,True,1994.0,HANDPUMP,USER-GROUP,MONTHLY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
24090,0.0,2013-02-19,GOVERNMENT OF TANZANIA,1117.0,DISTRICT COUNCIL,37.65602906,-3.1786902,PANGANI,KILIMANJARO,ROMBO,1,True,COMPANY,True,1975.0,GRAVITY,COMMERCIAL,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
17158,0.0,2013-02-19,DMDD,1872.0,DMDD,35.40810142,-4.49903963,INTERNAL,MANYARA,HANANG,264,True,VWC,True,2002.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2013
48134,0.0,2012-10-20,HESAWA,1603.0,HESAWA,34.716618200000006,-1.83619361,LAKE VICTORIA,MARA,SERENGETI,6000,True,WUG,False,1996.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2012
31991,0.0,2013-02-02,UNKNOWN,1520.0,UNKNOWN,34.75852765,-5.03686691,INTERNAL,SINGIDA,SINGIDA RURAL,1,True,VWC,True,1980.0,OTHER,USER-GROUP,UNKNOWN,UNKNOWN,DRY,GROUNDWATER,OTHER,2013
30548,0.0,2011-07-16,GOVERNMENT OF TANZANIA,1845.0,DWE,31.52398978,-8.11496799,LAKE TANGANYIKA,RUKWA,SUMBAWANGA RURAL,50,True,WUG,True,1985.0,GRAVITY,USER-GROUP,ON FAILURE,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
59607,50.0,2013-02-03,UNICEF,44.0,UNISEF,39.77609432,-10.34684985,RUVUMA / SOUTHERN COAST,MTWARA,MTWARA RURAL,200,True,VWC,True,1985.0,SUBMERSIBLE,USER-GROUP,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2013
68062,0.0,2013-03-19,ADB,1321.0,DWE,36.28670212,-2.83241824,INTERNAL,ARUSHA,LONGIDO,1500,True,VWC,True,2005.0,GRAVITY,USER-GROUP,ON FAILURE,GOOD,INSUFFICIENT,SURFACE,COMMUNAL STANDPIPE,2013
72158,0.0,2013-05-04,GOVERNMENT OF TANZANIA,1367.0,RWE,37.29608620000001,-3.22794437,PANGANI,KILIMANJARO,MOSHI RURAL,1,False,VWC,True,1976.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,OTHER,2013
33210,40.0,2011-03-25,DISTRICT COUNCIL,308.0,HANDENI TRUNK MAIN(,38.51759914,-5.27584621,PANGANI,TANGA,HANDENI,200,True,VWC,True,1978.0,SUBMERSIBLE,USER-GROUP,PER BUCKET,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
51434,0.0,2013-08-02,UNICEF,455.0,UNICEF,34.82200735,-11.31949198,LAKE NYASA,RUVUMA,MBINGA,86,True,VWC,True,1968.0,GRAVITY,USER-GROUP,UNKNOWN,GOOD,DRY,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2013
25649,0.0,2011-02-23,GOVERNMENT OF TANZANIA,2023.0,COMMU,34.18044566,-9.34961257,LAKE NYASA,IRINGA,MAKETE,40,False,VWC,False,1985.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
48561,20.0,2013-02-06,UNKNOWN,1430.0,UNKNOWN,34.76342062,-5.40818816,INTERNAL,SINGIDA,SINGIDA RURAL,472,True,VWC,True,2000.0,MOTORPUMP,USER-GROUP,PER BUCKET,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2013
43678,0.0,2013-01-29,UNKNOWN,1529.0,UNKNOWN,34.87945468,-5.08731419,INTERNAL,SINGIDA,SINGIDA RURAL,1,True,VWC,True,1980.0,OTHER,USER-GROUP,UNKNOWN,UNKNOWN,DRY,GROUNDWATER,OTHER,2013
1887,500.0,2011-03-12,DHV,352.0,DWE,36.75612315,-8.92426403,RUFIJI,MOROGORO,ULANGA,200,True,WATER BOARD,True,2000.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
37609,1000.0,2013-03-19,MISSION,1036.0,MWE,35.59436298,-10.66454805,RUVUMA / SOUTHERN COAST,RUVUMA,SONGEA URBAN,60,False,OTHER,True,1993.0,HANDPUMP,OTHER,MONTHLY,GOOD,SEASONAL,GROUNDWATER,HAND PUMP,2013
12670,500.0,2013-02-08,CDCG,877.0,DWE,36.23246819,-10.55588582,RUVUMA / SOUTHERN COAST,RUVUMA,NAMTUMBO,300,True,WUG,False,2008.0,HANDPUMP,USER-GROUP,MONTHLY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
20612,8000.0,2013-02-23,MISSION,1486.0,MISSION,35.29126115,-9.75219093,LAKE NYASA,RUVUMA,SONGEA RURAL,60,True,VWC,True,1997.0,SUBMERSIBLE,USER-GROUP,ANNUALLY,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2013
51496,20.0,2011-04-22,GA,1269.0,GA,36.8682638,-6.13959499,WAMI / RUVU,MOROGORO,KILOSA,200,True,WATER AUTHORITY,True,2006.0,GRAVITY,COMMERCIAL,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
51516,0.0,2013-01-20,WVT,0.0,WVT,33.039211800000004,-2e-08,LAKE VICTORIA,SHINYANGA,BARIADI,0,True,WUG,False,0.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
64631,5000.0,2011-07-30,LGA,891.0,DWE,31.37960265,-7.42826364,LAKE RUKWA,RUKWA,MPANDA,80,True,VWC,True,2011.0,GRAVITY,USER-GROUP,ANNUALLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
61247,2000.0,2011-11-03,SHIPO,1552.0,SHIPO,34.76363331,-8.88397043,RUFIJI,IRINGA,NJOMBE,35,True,VWC,True,2011.0,GRAVITY,USER-GROUP,ANNUALLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
2753,0.0,2011-07-23,HESAWA,0.0,DWE,33.16217386,-2.54683378,LAKE VICTORIA,MWANZA,MAGU,0,True,VWC,True,0.0,OTHER,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,OTHER,2011
10603,0.0,2011-07-14,CONCERN WORLD WIDE,0.0,DWE,31.21352702,-3.03520668,LAKE TANGANYIKA,KAGERA,BIHARAMULO,0,True,VWC,True,0.0,GRAVITY,USER-GROUP,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2011
30964,200.0,2013-10-03,DANIDA,472.0,DANIDA,34.7050278,-10.52681831,LAKE NYASA,RUVUMA,MBINGA,76,True,VWC,True,1994.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
64158,0.0,2011-03-22,GOVERNMENT OF TANZANIA,259.0,RWE,36.68458452,-8.11349697,RUFIJI,MOROGORO,KILOMBERO,500,True,VWC,True,1976.0,SUBMERSIBLE,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2011
27013,0.0,2011-07-21,GOVERNMENT OF TANZANIA,0.0,DWE,32.98472858,-2.5432006,LAKE VICTORIA,MWANZA,MAGU,0,True,VWC,True,0.0,MOTORPUMP,USER-GROUP,PER BUCKET,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE MULTIPLE,2011
34866,0.0,2013-01-17,FINI WATER,266.0,FINI WATER,38.88220070000001,-10.02688633,RUVUMA / SOUTHERN COAST,LINDI,RUANGWA,200,True,VWC,False,1982.0,MOTORPUMP,USER-GROUP,NEVER PAY,SALTY,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2013
57067,0.0,2013-02-28,GOVERNMENT OF TANZANIA,1373.0,DWE,37.41418229,-3.30341806,PANGANI,KILIMANJARO,MOSHI RURAL,100,True,VWC,True,1975.0,GRAVITY,USER-GROUP,UNKNOWN,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2013
48499,0.0,2011-03-26,GOVERNMENT OF TANZANIA,0.0,DWE,33.23774316,-8.9600492,LAKE RUKWA,MBEYA,MBEYA RURAL,0,True,VWC,True,0.0,SUBMERSIBLE,USER-GROUP,MONTHLY,SALTY,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2011
27399,0.0,2012-10-17,DWE,0.0,DWE,33.01534336,-4.17132622,INTERNAL,TABORA,NZEGA,0,False,VWC,True,0.0,SUBMERSIBLE,USER-GROUP,NEVER PAY,COLORED,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2012
47334,30.0,2011-02-28,PRIVATE INDIVIDUAL,220.0,WA,38.39060874,-6.32373995,WAMI / RUVU,PWANI,BAGAMOYO,28,False,WUA,True,2005.0,SUBMERSIBLE,COMMERCIAL,PER BUCKET,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
46672,0.0,2011-08-08,PRIVATE INDIVIDUAL,0.0,VILLAGERS,32.14856607,-2.44442079,LAKE VICTORIA,MWANZA,SENGEREMA,0,False,PRIVATE OPERATOR,False,0.0,HANDPUMP,COMMERCIAL,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,HAND PUMP,2011
17559,0.0,2013-02-03,QUWKWIN,405.0,GOVERNMENT,38.35412439,-10.8915368,RUVUMA / SOUTHERN COAST,MTWARA,NANYUMBU,86,True,VWC,True,2008.0,OTHER,USER-GROUP,NEVER PAY,GOOD,DRY,GROUNDWATER,OTHER,2013
629,0.0,2012-10-12,WORLD BANK,0.0,WORLD BANK,33.15080282,-3.71996098,LAKE VICTORIA,SHINYANGA,SHINYANGA RURAL,0,True,VWC,True,0.0,OTHER,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2012
36620,0.0,2012-10-15,RURAL WATER SUPPLY AND SANITAT,0.0,DWE,32.17470926,-3.71480116,LAKE TANGANYIKA,SHINYANGA,BUKOMBE,0,True,PARASTATAL,True,0.0,HANDPUMP,PARASTATAL,UNKNOWN,GOOD,INSUFFICIENT,GROUNDWATER,HAND PUMP,2012
